,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,District,Population_Estimate_2018,Population_Census_2008,Area_KM,Density_Per_KM,Socio_Economic_Cluster,Socio_Economic_Ranking,latitude,longitude,Categorical_value
650,Givatayim,32.0729606,34.8113279,Miznon (מזנון),32.07386330150274,34.781615138053894,Israeli Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
651,Givatayim,32.0729606,34.8113279,Vitrina,32.07614917329655,34.78161588445336,Burger Joint,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
652,Givatayim,32.0729606,34.8113279,Ha'achim (האחים),32.072431647205825,34.78185154688889,Israeli Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
653,Givatayim,32.0729606,34.8113279,Tommy Roll,32.07460714917863,34.82360896568292,Burger Joint,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
657,Givatayim,32.0729606,34.8113279,Buza (בוזה),32.06986813154922,34.78333041063801,Café,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
658,Givatayim,32.0729606,34.8113279,Dok,32.07211844288535,34.781882167921864,Gastropub,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
660,Givatayim,32.0729606,34.8113279,Abu Adham (אבו אדהם),32.06690718847234,34.78343078978632,Israeli Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
661,Givatayim,32.0729606,34.8113279,HERZOG,32.077336,34.78126,Vegetarian / Vegan Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
663,Givatayim,32.0729606,34.8113279,Red Velvet Cupcakes,32.0720740589728,34.78186095109484,Cupcake Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
667,Givatayim,32.0729606,34.8113279,Bucke (בוקה),32.07076995747663,34.77789491415024,Café,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
668,Givatayim,32.0729606,34.8113279,Coffee Bar (קופי בר),32.061789090482776,34.78361044355543,Café,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
670,Givatayim,32.0729606,34.8113279,Brasserie M&R (בראסרי),32.0805858563252,34.78130268778938,French Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
671,Givatayim,32.0729606,34.8113279,Taizu,32.06386874462347,34.77967341517053,Asian Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
675,Givatayim,32.0729606,34.8113279,שמנמנת,32.06681804447457,34.779313802829975,Café,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
676,Givatayim,32.0729606,34.8113279,Hakosem Falafel (פלאפל הקוסם),32.076470651065414,34.776815998221615,Falafel Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
677,Givatayim,32.0729606,34.8113279,יפו - תל אביב,32.070251096595555,34.79394673354435,Mediterranean Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
679,Givatayim,32.0729606,34.8113279,בכור את שושי,32.0933663575281,34.832531390820456,Middle Eastern Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
680,Givatayim,32.0729606,34.8113279,Pizza Artzieli (פיצה ארציאלי),32.080328,34.779763,Pizza Place,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
682,Givatayim,32.0729606,34.8113279,Cafelix,32.07753243532364,34.77655153726475,Coffee Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
685,Givatayim,32.0729606,34.8113279,Onami (אונמי),32.07051584713393,34.78506782490773,Japanese Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
686,Givatayim,32.0729606,34.8113279,Vaniglia (וניליה),32.08335714745755,34.781371884734064,Ice Cream Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
687,Givatayim,32.0729606,34.8113279,EatMeat,32.07600553783806,34.77669531626494,BBQ Joint,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
689,Givatayim,32.0729606,34.8113279,Amore Mio (אמורה מיו),32.083499122388154,34.781433391538705,Italian Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
690,Givatayim,32.0729606,34.8113279,Coffee Shop 51,32.066342107233496,34.77667700775523,Coffee Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
692,Givatayim,32.0729606,34.8113279,Cafe Tachtit (קפה תחתית),32.0669727188725,34.78165364890445,Coffee Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
693,Givatayim,32.0729606,34.8113279,Shine 38 (קפה שיין),32.079611050911325,34.77711873506131,Café,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
695,Givatayim,32.0729606,34.8113279,Delicatessen,32.06433894924822,34.777097633563855,Café,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
696,Givatayim,32.0729606,34.8113279,Bakery,32.08072556882594,34.781375750759175,Bakery,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
697,Givatayim,32.0729606,34.8113279,La Shuk,32.077539117003624,34.774362105163405,Mediterranean Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
698,Givatayim,32.0729606,34.8113279,Meat Bar (מיט בר),32.079063,34.780196,Steakhouse,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
699,Givatayim,32.0729606,34.8113279,גרציאני,32.06860840508247,34.78046125891416,Bakery,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
700,Givatayim,32.0729606,34.8113279,Bretonne,32.07774364876199,34.78131584213097,Creperie,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
702,Givatayim,32.0729606,34.8113279,Bakery (בייקרי),32.061721310273605,34.7836530892639,Bakery,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
704,Givatayim,32.0729606,34.8113279,מזנון Miznon,32.07226495542655,34.77396640317324,Israeli Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
705,Givatayim,32.0729606,34.8113279,Pasta Mia (פסטה מיה),32.0673878997643,34.7814716580353,Italian Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
708,Givatayim,32.0729606,34.8113279,Cicchetti,32.06564907962419,34.77849054209074,Gastropub,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
709,Givatayim,32.0729606,34.8113279,WayCup Coffee,32.070382989890135,34.773602720817635,Coffee Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
712,Givatayim,32.0729606,34.8113279,Golda (גולדה),32.06276,34.776124,Ice Cream Shop,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
713,Givatayim,32.0729606,34.8113279,לחמנינה Lachmanina,32.0718843585158,34.779604423281164,Bakery,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
716,Givatayim,32.0729606,34.8113279,Le Moulin,32.07528488128972,34.77294461289909,Bakery,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
717,Givatayim,32.0729606,34.8113279,בית החומוס והפול,32.06945980837904,34.78608910235149,Falafel Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
721,Givatayim,32.0729606,34.8113279,Taqueria (טאקרייה),32.0629685301991,34.77644309407954,Mexican Restaurant,Tel Aviv,60212.0,52100.0,3.3,18058.2,8,234,32.0729606,34.8113279,high
722,Hadera,32.43699,34.9198258,קפה פיינברג,32.43207104096923,34.92188114554159,Café,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
723,Hadera,32.43699,34.9198258,Aroma (ארומה),32.43564570924933,34.90960174982904,Café,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
724,Hadera,32.43699,34.9198258,ארומה Aroma,32.440308684473145,34.93100844735219,Café,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
725,Hadera,32.43699,34.9198258,שיפודי אולגה - דובי,32.43628621101285,34.888344,BBQ Joint,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
726,Hadera,32.43699,34.9198258,קפה לנדוור,32.44808878399007,34.95539156099307,Coffee Shop,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
728,Hadera,32.43699,34.9198258,מקדונלדס גן שמואל,32.44774346151601,34.95602436651015,Fast Food Restaurant,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
730,Hadera,32.43699,34.9198258,בית חנקין,32.443341750515664,34.87820729641868,Café,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
732,Hadera,32.43699,34.9198258,בני הדייג,32.443764,34.878505,Seafood Restaurant,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
733,Hadera,32.43699,34.9198258,סמי בכיכר,32.43937581859058,34.91076551223305,Middle Eastern Restaurant,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
735,Hadera,32.43699,34.9198258,שאולי אקספרס,32.43899717664015,34.91045851914746,Middle Eastern Restaurant,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
736,Hadera,32.43699,34.9198258,Atza Sushi bar,32.440612301988544,34.93094383273911,Sushi Restaurant,Haifa,95683.0,79400.0,49.4,1809.2,6,155,32.43699,34.9198258,mid
746,Haifa,32.8191218,34.9983856,Pizza Linga,32.81956431353969,34.99734533021631,Pizza Place,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
747,Haifa,32.8191218,34.9983856,Abu Shaker (מסעדת אבו שאקר),32.81813132233622,34.998431256528725,Mediterranean Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
749,Haifa,32.8191218,34.9983856,Rola Levantine Kitchen,32.818892,35.000567,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
750,Haifa,32.8191218,34.9983856,Ma'ayan HaBira (מעיין הבירה),32.81842331926646,34.998737984124816,Eastern European Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
751,Haifa,32.8191218,34.9983856,Fattoush (Fattoush (פטוש)),32.81927700406141,34.98999231596391,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
752,Haifa,32.8191218,34.9983856,Breada Bakery,32.817822,35.002148,Bakery,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
755,Haifa,32.8191218,34.9983856,Chang Ba (צ'אנג בה),32.817628,34.999553,Asian Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
758,Haifa,32.8191218,34.9983856,Falafel Hazkenim,32.81713796877202,34.99380824836539,Falafel Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
759,Haifa,32.8191218,34.9983856,Aroma (ארומה),32.82283446262386,34.992099281089374,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
760,Haifa,32.8191218,34.9983856,Brakha Sandwich Bar (סנדוויץ ברכה),32.813707,34.99401791,Sandwich Place,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
762,Haifa,32.8191218,34.9983856,Ein El Wadi,32.816806,34.993944,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
763,Haifa,32.8191218,34.9983856,Cafe Palmer,32.8194,34.999622,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
766,Haifa,32.8191218,34.9983856,Cafe Ava,32.8201214088659,34.998289538226814,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
767,Haifa,32.8191218,34.9983856,ביסטרו וניה,32.81989309652437,35.00002539594121,Bistro,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
770,Haifa,32.8191218,34.9983856,Tibi Conditory (קונדיטוריה טיבי),32.81343976966539,34.98141120097634,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
771,Haifa,32.8191218,34.9983856,Morel Tappas Bar,32.819101,35.000516,Tapas Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
772,Haifa,32.8191218,34.9983856,Abu Yousef (אבו יוסף),32.81714666402787,34.999949446450906,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
774,Haifa,32.8191218,34.9983856,Cafe Glida Yunek (קפה גלידה יונק),32.810379629791,35.004540988986236,Eastern European Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
776,Haifa,32.8191218,34.9983856,Gal's Bakery (הקונדיטוריה של גל),32.80310438271534,34.98712817107814,Bakery,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
778,Haifa,32.8191218,34.9983856,Leggenda,32.803583637129805,34.987074009506635,Ice Cream Shop,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
780,Haifa,32.8191218,34.9983856,Elika,32.809718093694514,34.99314179388727,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
781,Haifa,32.8191218,34.9983856,הפינה,32.81003642808172,34.99054062062004,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
782,Haifa,32.8191218,34.9983856,GioCoso,32.817995,35.001197,Italian Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
785,Haifa,32.8191218,34.9983856,Rak Basar (רק בשר),32.82163215118731,34.99162338492508,Steakhouse,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
786,Haifa,32.8191218,34.9983856,קפה ניצה,32.813080685169375,34.99548001423509,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
787,Haifa,32.8191218,34.9983856,Steak Bar (סטייק בר),32.81770818568645,34.999729692935944,Steakhouse,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
791,Haifa,32.8191218,34.9983856,Agadir (אגאדיר),32.80197439763074,34.983433370245685,Burger Joint,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
792,Haifa,32.8191218,34.9983856,Inside Out,32.80953993895939,34.993557002707206,Japanese Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
795,Haifa,32.8191218,34.9983856,קפה מסדה,32.80943348070564,34.99372293270792,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
796,Haifa,32.8191218,34.9983856,Giraffe Asian Food (ג'ירף),32.803322901771914,34.98677849437456,Asian Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
798,Haifa,32.8191218,34.9983856,Garden Restaurant,32.81927524577401,34.99011843728094,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
799,Haifa,32.8191218,34.9983856,סבתא כריכים עבודת יד,32.79698642897604,34.98420184666119,Sandwich Place,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
802,Haifa,32.8191218,34.9983856,Hanamal 24 (הנמל 24),32.819156403082346,35.00074034061687,French Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
804,Haifa,32.8191218,34.9983856,Shawarma Hazan,32.82698844640135,34.987229131427334,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
805,Haifa,32.8191218,34.9983856,Mandarin,32.803372378166934,34.98745064046161,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
806,Haifa,32.8191218,34.9983856,Shtroudl,32.819476718378425,34.99029083730901,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
809,Haifa,32.8191218,34.9983856,El'Kheir,32.8023,34.98514,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
810,Haifa,32.8191218,34.9983856,Dream Nemo (דרים נימו),32.81906757017374,34.98996553430804,Seafood Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
812,Haifa,32.8191218,34.9983856,Burgersaloon,32.78722891682944,34.99724111262772,Burger Joint,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
815,Haifa,32.8191218,34.9983856,re:bar,32.78998291771278,35.00788249654797,Juice Bar,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
816,Haifa,32.8191218,34.9983856,Sinta Bar (סינטה בר),32.78778439026107,34.98617951034523,Steakhouse,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
821,Haifa,32.8191218,34.9983856,Café Louise (קפה לואיז),32.79640408557553,34.98411939087634,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
828,Haifa,32.8191218,34.9983856,קפה בריסל,32.80171667359846,34.98418267622147,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
829,Haifa,32.8191218,34.9983856,Laundry Cafe,32.80932028576863,34.99888992955174,Breakfast Spot,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
830,Haifa,32.8191218,34.9983856,Santa Maria,32.82695092945235,34.96933710545171,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
832,Haifa,32.8191218,34.9983856,Hofit,32.833825,34.976861,Ice Cream Shop,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
833,Haifa,32.8191218,34.9983856,Eataliano,32.831401239320186,34.970598867536644,Italian Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
835,Haifa,32.8191218,34.9983856,Vivino,32.78676937271483,34.998798843103344,Italian Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
836,Haifa,32.8191218,34.9983856,Kalamaris,32.82812933177649,34.9701846681996,Mediterranean Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
837,Haifa,32.8191218,34.9983856,Shawatina,32.82801061681242,34.970202483527316,Mediterranean Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
839,Haifa,32.8191218,34.9983856,Abu Marun,32.812490380702634,35.00370798388272,Middle Eastern Restaurant,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
842,Haifa,32.8191218,34.9983856,Heine Kioskafe,32.7992778593039,34.98361960260918,Café,Haifa,283640.0,264300.0,63.7,4331.4,7,188,32.8191218,34.9983856,mid
848,Herzliya,32.1720339,34.8309984,Nahalat Binyamin,32.170472430637,34.83984589576721,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
849,Herzliya,32.1720339,34.8309984,Celeste Pizza (פיצה סלסטה),32.16729040494174,34.84527736902237,Pizza Place,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
850,Herzliya,32.1720339,34.8309984,Gan Sipur Café (קפה גן סיפור),32.16565904863503,34.82144594192505,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
851,Herzliya,32.1720339,34.8309984,Sushi Room (סושי רום),32.16839952890758,34.81556385755539,Sushi Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
853,Herzliya,32.1720339,34.8309984,Sebastian (סבסטיאן),32.162216870453896,34.81040060520172,French Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
854,Herzliya,32.1720339,34.8309984,Cofix (קופיקס),32.16668986033218,34.84245300292969,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
861,Herzliya,32.1720339,34.8309984,חותם הקפה,32.14732288664745,34.839198910816215,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
862,Herzliya,32.1720339,34.8309984,Haim's Falafel,32.167016,34.847412,Falafel Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
863,Herzliya,32.1720339,34.8309984,Burger Saloon (בורגר סאלון),32.1513922346176,34.84125941991806,Burger Joint,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
864,Herzliya,32.1720339,34.8309984,Arcaffe,32.16206327528469,34.80955946875092,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
865,Herzliya,32.1720339,34.8309984,יענקל׳ה,32.17965060410786,34.80483397966908,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
866,Herzliya,32.1720339,34.8309984,Meat Bar Burger,32.162028,34.809529,Burger Joint,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
867,Herzliya,32.1720339,34.8309984,Mi Casa (מיקאסה),32.15724864258422,34.832603931427,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
869,Herzliya,32.1720339,34.8309984,Landwer Cafe (קפה לנדוור),32.14915523878333,34.83983880130504,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
871,Herzliya,32.1720339,34.8309984,Benedict (בנדיקט),32.172878795371986,34.80186315351312,Breakfast Spot,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
873,Herzliya,32.1720339,34.8309984,Arcaffe,32.165098784581126,34.82387626712755,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
875,Herzliya,32.1720339,34.8309984,Meat Bar (מיט בר),32.16211824225087,34.80695549780374,BBQ Joint,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
877,Herzliya,32.1720339,34.8309984,Zozobra (זוזוברה),32.15955111812304,34.80902884651506,Asian Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
878,Herzliya,32.1720339,34.8309984,Al Hamaim (על המים),32.17954495196082,34.80232657381171,Middle Eastern Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
880,Herzliya,32.1720339,34.8309984,Gelateria Siciliana (גלידריה סיציליאנית),32.15882654945145,34.808678625176704,Ice Cream Shop,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
882,Herzliya,32.1720339,34.8309984,Lehem Erez,32.17054735391257,34.831557869911194,Bakery,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
884,Herzliya,32.1720339,34.8309984,וניליה רמת השרון,32.143318649058976,34.843733136418535,Ice Cream Shop,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
886,Herzliya,32.1720339,34.8309984,Aroma (ארומה),32.168488692931746,34.842658081831964,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
888,Herzliya,32.1720339,34.8309984,Cafe Toscana (קפה טוסקנה),32.16776364305152,34.840364965265294,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
890,Herzliya,32.1720339,34.8309984,Nammos,32.164013373206636,34.79471398793707,Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
891,Herzliya,32.1720339,34.8309984,Bologna,32.14637786324276,34.83817120802412,Italian Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
893,Herzliya,32.1720339,34.8309984,Kyoto,32.15924349337194,34.808872883340726,Sushi Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
894,Herzliya,32.1720339,34.8309984,Yam 7,32.16683514083483,34.79882355634131,Seafood Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
897,Herzliya,32.1720339,34.8309984,Giraffe Café (ג'ירף קפה),32.16024596055014,34.80769157409668,Asian Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
898,Herzliya,32.1720339,34.8309984,Gute (גוטה),32.161906436411705,34.80852043304662,Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
900,Herzliya,32.1720339,34.8309984,Arcaffe (ארקפה),32.159719143414215,34.8091227966555,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
901,Herzliya,32.1720339,34.8309984,Abu Haled,32.16350202606927,34.83035087585449,Middle Eastern Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
902,Herzliya,32.1720339,34.8309984,Mona Beach (מונה ביץ'),32.165943741789114,34.7982157149981,Breakfast Spot,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
905,Herzliya,32.1720339,34.8309984,Reviva and Celia (רביבה וסיליה),32.13669419411649,34.83705691532062,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
907,Herzliya,32.1720339,34.8309984,Tapeo (טפאו),32.15873642533721,34.80862451711074,Tapas Restaurant,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
908,Herzliya,32.1720339,34.8309984,Beta Caffè (ביתא קפה),32.1517033444656,34.84289824962616,Café,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
909,Herzliya,32.1720339,34.8309984,Nisso,32.1612382327311,34.842790961265564,Bakery,Tel Aviv,95142.0,86300.0,21.6,4291.0,8,232,32.1720339,34.8309984,high
